CUST_ID,REGISTRATION_ID,AGE,GENDER,MARITAL_STATUS,PROFESSION,EDUCATION,INCOME,MEMBERS_IN_HOUSEHOLD,PRODUCT_BROWSED_TOTAL,PRODUCT_BROWSED_AVERAGE,PRODUCT_PURCHASED_TOTAL,PRODUCT_PURCHASED_AVERAGE,ITEMS_PLACED_IN_CART_TOTAL,ITEMS_PLACED_IN_CART_AVERAGE,ONSITE_SEARCHES_TOTAL,ONSITE_SEARCHES_AVERAGE,PAGE_VIEWS_TOTAL,PAGE_VIEWS_AVERAGE,AMOUNT_BROWSED_TOTAL,AMOUNT_BROWSED_AVERAGE,AMOUNT_CARTED_TOTAL,AMOUNT_CARTED_AVERAGE,AMOUNT_PURCHASED_TOTAL,AMOUNT_PURCHASED_AVERAGE,AMOUNT_ABANDONED_TOTAL,AMOUNT_ABANDONED_AVERAGE,NUMBER_OF_ACTIVITIES_TOTAL,NUMBER_OF_ACTIVITIES_AVERAGE,NUMBER_OF_SESSIONS,COOKIE_ID,PCI_BUYER_CATEGORY,PCI_LTV,PCI_DEMOGRAPHIC_CLUSTER,PCI_ONLINE_BEHAVIOR_CLUSTER,PCI_BUYING_BEHAVIOR_CLUSTER,,,PCI_PRODUCT_PURCHASE_AFFINITY,PCI_PRODUCT_BROWSE_AFFINITY,PCI_NEXT_BEST_OFFER1,PCI_NEXT_BEST_OFFER2,PCI_NEXT_BEST_OFFER3,PCI_TOP_PRODUCT1,PCI_TOP_PRODUCT2,PCI_TOP_PRODUCT3
741,GREGORYBIRD@EMAIL1.COM,55,F,S,Self Employed,Post College,86633,1,4,0.666667,0,0,0,0,0,0,14,2.333333,3336,556,0,0,0,0,0,0,26,4.333333,6,1.59E+22,Product Viewer,MEDIUM VALUE,MIDDLE INCOME SINGLE,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,,,Women's Shoes,Beauty,2,3,1,3211,3213,6178
742,GREGORYBODZ@EMAIL1.COM,45,M,M,Engineer,College,76512,4,3,0.6,0,0,0,0,2,0.4,20,4,1652,330.4,0,0,0,0,0,0,40,8,5,9.54E+22,Product Viewer,MEDIUM VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,ONLINE MEDIUM VALUE NON OFFER SEEKER,,,Men's Sportswear,Athletic Shoes,7,9,10,3211,3213,6178
743,GREGORYMONK@EMAIL1.COM,50,M,M,Doctor,College,71998,3,8,0.666667,0,0,0,0,3,0.25,49,4.083333,3602,300.166667,0,0,0,0,0,0,102,8.5,12,9.54E+22,Product Viewer,MEDIUM VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,ONLINE MEDIUM VALUE NON OFFER SEEKER,,,Men's Career,Formal Shoes,4,9,10,3199,3194,3188
744,GREGORYMOSS@EMAIL1.COM,31,F,S,Doctor,Post College,55859,1,8,0.666667,3,0.25,3,0.25,4,0.333333,62,5.166667,3182,265.166667,2147,178.916667,2147,178.916667,2147,178.916667,126,10.5,12,9.54E+22,Repeat Buyer,HIGH VALUE,MIDDLE INCOME SINGLE,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Home goods,Athletic Shoes,4,9,10,6200,6204,6209
745,GREGORYPITT@EMAIL1.COM,48,M,S,Not employed,College,65909,1,5,0.5,0,0,0,0,6,0.6,57,5.7,4625,462.5,0,0,0,0,0,0,118,11.8,10,9.54E+22,Product Viewer,HIGH VALUE,HIGH INCOME SINGLE,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,,,Women's Sportwear,Women's Sportwear,4,5,9,3211,3213,6178
746,GREGORYTOWB@EMAIL1.COM,34,M,S,Lawyer,College,72802,1,3,0.75,0,0,0,0,0,0,16,4,967,241.75,0,0,0,0,0,0,39,9.75,4,9.54E+22,Product Viewer,LOW VALUE,HIGH INCOME SINGLE,PRODUCT VIEWER,ONLINE HIGH VALUE OFFER SEEKER,,,Women's Career,Women's Sportwear,4,5,9,3211,3213,6178
747,HARVEY.ALBA@EMAIL1.COM,49,M,M,Not employed,College,60710,4,13,0.590909,3,0.136364,3,0.136364,6,0.272727,123,5.590909,9627,437.590909,1677,76.227273,1677,76.227273,1677,76.227273,255,11.590909,22,9.54E+22,Repeat Buyer,HIGH VALUE,MARRIED MEN,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Women's Shoes,Accessories,2,3,1,3199,3194,3188
748,HARVEY.BODZ@EMAIL2.COM,26,F,S,Engineer,College,31795,1,3,0.5,0,0,1,0.166667,0,0,22,3.666667,1027,171.166667,179,29.833333,0,0,179,29.833333,45,7.5,6,9.54E+22,Product Viewer,MEDIUM VALUE,HIGH INCOME SINGLE,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,,,Men's Casual,Furniture,7,9,10,6200,6204,6209
749,HARVEY.MONK@EMAIL1.COM,25,M,U,Engineer,College,27756,2,9,0.692308,0,0,1,0.076923,5,0.384615,68,5.230769,3576,275.076923,399,30.692308,0,0,399,30.692308,138,10.615385,13,9.54E+22,Product Viewer,HIGH VALUE,MARRIED MEN,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,,,Women's Shoes,Beauty,4,9,10,3211,3213,6178
750,HARVEY.POLO@EMAIL2.COM,34,M,S,Scientist,College,63903,1,1,0.333333,3,1,3,1,0,0,10,3.333333,499,166.333333,877,292.333333,877,292.333333,877,292.333333,25,8.333333,3,2.18E+22,Repeat Buyer,HIGH VALUE,HIGH INCOME SINGLE,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Men's Sportswear,Athletic Shoes,4,9,10,3211,3213,6178
751,HELENA.ALBA@EMAIL1.COM,30,M,S,Nursing,College,29027,1,12,0.923077,0,0,0,0,3,0.230769,58,4.461538,8422,647.846154,0,0,0,0,0,0,122,9.384615,13,7.12E+22,Product Viewer,HIGH VALUE,HIGH INCOME SINGLE,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,,,Men's Career,Formal Shoes,4,5,9,3199,3194,3188
752,HELENA.ALBA@EMAIL2.COM,52,M,M,Doctor,College,87898,2,5,0.555556,0,0,0,0,4,0.444444,28,3.111111,3005,333.888889,0,0,0,0,0,0,59,6.555556,9,7.12E+22,Product Viewer,MEDIUM VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,ONLINE MEDIUM VALUE NON OFFER SEEKER,,,Home goods,Athletic Shoes,4,5,9,6200,6204,6209
753,HELENA.BIRD@EMAIL2.COM,28,M,S,Engineer,Post College,38476,1,3,1.5,3,1.5,3,1.5,0,0,22,11,1537,768.5,1587,793.5,1587,793.5,1587,793.5,41,20.5,2,7.12E+22,Repeat Buyer,MEDIUM VALUE,MIDDLE INCOME SINGLE,PROBABLE BUYER,INSTORE LOW VALUE NON OFFER SEEKER,,,Women's Sportwear,Women's Sportwear,2,3,1,3211,3213,6178
754,HELENA.MOSS@EMAIL2.COM,36,M,S,Self Employed,College,58372,1,7,3.5,3,1.5,4,2,0,0,34,17,2793,1396.5,2026,1013,1627,813.5,2026,1013,67,33.5,2,7.12E+22,Repeat Buyer,HIGH VALUE,HIGH INCOME SINGLE,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Women's Career,Women's Sportwear,7,9,10,3211,3213,6178
755,HELENA.PITT@EMAIL1.COM,29,F,S,Scientist,Post College,75761,1,6,1,0,0,1,0.166667,3,0.5,38,6.333333,5874,979,1299,216.5,0,0,1299,216.5,83,13.833333,6,6.11E+22,Product Viewer,MEDIUM VALUE,MIDDLE INCOME SINGLE,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,,,Women's Shoes,Accessories,4,9,10,3199,3194,3188
756,HELENA.WEBB@EMAIL2.COM,29,F,S,Pharmacist,College,55070,1,2,1,6,3,6,3,0,0,25,12.5,1548,774,2904,1452,2904,1452,2904,1452,61,30.5,2,3.47E+22,Repeat Buyer,HIGH VALUE,HIGH INCOME SINGLE,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Men's Casual,Furniture,4,9,10,6200,6204,6209
757,JACOB.BAUER@EMAIL1.COM,38,F,M,Accountant,Post College,64063,5,13,0.928571,3,0.214286,4,0.285714,2,0.142857,95,6.785714,8076,576.857143,1231,87.928571,1002,71.571429,1231,87.928571,186,13.285714,14,2.72E+22,Repeat Buyer,HIGH VALUE,HIGH INCOME FAMILY,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Women's Shoes,Beauty,4,5,9,3211,3213,6178
758,JACOB.BAUER@EMAIL2.COM,48,M,M,Scientist,College,87187,6,6,0.857143,0,0,0,0,0,0,30,4.285714,3334,476.285714,0,0,0,0,0,0,63,9,7,2.72E+22,Product Viewer,LOW VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,ONLINE HIGH VALUE OFFER SEEKER,,,Men's Sportswear,Athletic Shoes,4,5,9,3211,3213,6178
759,JACOB.HOUSE@EMAIL1.COM,31,F,M,Private Sector,High School,16102,4,1,0.333333,1,0.333333,1,0.333333,0,0,13,4.333333,299,99.666667,1019,339.666667,1019,339.666667,1019,339.666667,28,9.333333,3,2.72E+22,Buyer,MEDIUM VALUE,MIDDLE INCOME SCHOOL EDUCATED,REPEAT BUYER,INSTORE HIGH VALUE NON OFFER SEEKER,,,Men's Career,Formal Shoes,2,3,1,3199,3194,3188
760,JACOB.HOUSE@EMAIL2.COM,37,F,S,Unemployed,High School,20470,1,10,0.769231,0,0,1,0.076923,3,0.230769,34,2.615385,4120,316.923077,599,46.076923,0,0,599,46.076923,71,5.461538,13,2.72E+22,Product Viewer,MEDIUM VALUE,MIDDLE INCOME SCHOOL EDUCATED,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,,,Home goods,Athletic Shoes,7,9,10,6200,6204,6209
761,JACOB.KODJO@EMAIL2.COM,40,F,M,Private Sector,High School,24771,3,2,0.666667,5,1.666667,5,1.666667,1,0.333333,10,3.333333,898,299.333333,2985,995,2985,995,2985,995,25,8.333333,3,5.07E+22,Repeat Buyer,HIGH VALUE,MIDDLE INCOME SCHOOL EDUCATED,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Women's Sportwear,Women's Sportwear,4,9,10,3211,3213,6178
762,JACOB.READY@EMAIL1.COM,34,M,U,Nursing,College,42776,2,7,0.388889,0,0,0,0,1,0.055556,83,4.611111,3548,197.111111,0,0,0,0,0,0,191,10.611111,18,5.07E+22,Product Viewer,MEDIUM VALUE,MARRIED MEN,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,,,Women's Career,Women's Sportwear,4,9,10,3211,3213,6178
763,JACOB.READY@EMAIL2.COM,29,M,U,Nursing,College,43315,2,6,1,0,0,0,0,0,0,22,3.666667,1664,277.333333,0,0,0,0,0,0,48,8,6,5.07E+22,Product Viewer,LOW VALUE,MARRIED MEN,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Women's Shoes,Accessories,4,5,9,3199,3194,3188
764,JACOBCORTEZ@EMAIL1.COM,29,M,S,Nursing,Post College,49629,1,5,1,3,0.6,3,0.6,1,0.2,40,8,1804,360.8,1206,241.2,1206,241.2,1206,241.2,78,15.6,5,5.07E+22,Repeat Buyer,HIGH VALUE,MIDDLE INCOME SINGLE,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Men's Casual,Furniture,4,5,9,6200,6204,6209
765,JASON.KODJO@EMAIL1.COM,45,M,S,Self Employed,Post College,93088,1,0,0,2,1,2,1,0,0,3,1.5,0,0,998,499,998,499,998,499,7,3.5,2,2.12E+20,Repeat Buyer,HIGH VALUE,MIDDLE INCOME SINGLE,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Women's Shoes,Beauty,2,3,1,3211,3213,6178
766,JOHN.ALBA@EMAIL3.COM,29,F,S,Scientist,Post College,36013,1,12,1.5,0,0,6,0.75,1,0.125,79,9.875,10858,1357.25,5534,691.75,0,0,5534,691.75,170,21.25,8,2.12E+20,Product Viewer,MEDIUM VALUE,MIDDLE INCOME SINGLE,VISITOR,ONLINE MEDIUM VALUE NON OFFER SEEKER,,,Men's Sportswear,Athletic Shoes,7,9,10,3211,3213,6178
767,JOHN.CORTEZ@EMAIL2.COM,43,F,M,Self Employed,Post College,73920,3,1,0.333333,0,0,1,0.333333,1,0.333333,12,4,575,191.666667,575,191.666667,0,0,575,191.666667,24,8,3,2.12E+20,Product Viewer,HIGH VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,,,Men's Career,Formal Shoes,4,9,10,3199,3194,3188
768,JOHN.DENNER@EMAIL2.COM,35,F,U,Self Employed,Post College,70913,2,1,0.333333,1,0.333333,1,0.333333,0,0,9,3,149,49.666667,429,143,429,143,429,143,18,6,3,2.12E+20,Buyer,LOW VALUE,HIGH INCOME FAMILY,REPEAT BUYER,INSTORE LOW VALUE NON OFFER SEEKER,,,Home goods,Athletic Shoes,4,9,10,6200,6204,6209
769,JOHN.MILLER@EMAIL1.COM,72,F,M,Private Sector,High School,55809,4,0,0,2,1,2,1,0,0,9,4.5,0,0,1128,564,1128,564,1128,564,21,10.5,2,2.12E+20,Repeat Buyer,HIGH VALUE,MARRIED WOMEN,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Women's Sportwear,Women's Sportwear,4,5,9,3211,3213,6178
770,JOHN.MONK@EMAIL3.COM,32,M,M,Self Employed,College,26942,4,4,1,3,0.75,3,0.75,2,0.5,17,4.25,1796,449,2077,519.25,2077,519.25,2077,519.25,37,9.25,4,2.12E+20,Repeat Buyer,MEDIUM VALUE,MARRIED MEN,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Women's Career,Women's Sportwear,4,5,9,3211,3213,6178
771,JOHN.MOSS@EMAIL3.COM,53,M,S,Private Sector,High School,34059,1,7,0.636364,0,0,0,0,0,0,84,7.636364,4333,393.909091,0,0,0,0,0,0,166,15.090909,11,2.12E+20,Product Viewer,HIGH VALUE,MIDDLE INCOME SCHOOL EDUCATED,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Women's Shoes,Accessories,2,3,1,3199,3194,3188
772,JOHN.TOWB@EMAIL3.COM,52,M,M,Lawyer,College,76713,3,10,0.454545,0,0,1,0.045455,8,0.363636,90,4.090909,5870,266.818182,399,18.136364,0,0,399,18.136364,172,7.818182,22,2.12E+20,Product Viewer,LOW VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,ONLINE HIGH VALUE OFFER SEEKER,,,Men's Casual,Furniture,7,9,10,6200,6204,6209
773,JOHN.WILSON@EMAIL1.COM,39,M,S,Not employed,Post College,82123,1,3,0.333333,0,0,0,0,1,0.111111,21,2.333333,1777,197.444444,0,0,0,0,0,0,33,3.666667,9,2.12E+20,Product Viewer,MEDIUM VALUE,MIDDLE INCOME SINGLE,PRODUCT VIEWER,ONLINE HIGH VALUE OFFER SEEKER,,,Women's Shoes,Beauty,4,9,10,3211,3213,6178
774,JOHN.WILSON@EMAIL2.COM,25,M,S,Accountant,Post College,65963,1,3,1,0,0,2,0.666667,0,0,17,5.666667,1897,632.333333,1198,399.333333,0,0,1198,399.333333,36,12,3,2.12E+20,Product Viewer,MEDIUM VALUE,MIDDLE INCOME SINGLE,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,,,Men's Sportswear,Athletic Shoes,4,9,10,3211,3213,6178
775,KEITH.BRINK@EMAIL2.COM,40,M,M,Nursing,College,69355,5,8,0.888889,0,0,4,0.444444,2,0.222222,53,5.888889,4122,458,1926,214,0,0,1926,214,121,13.444444,9,3.35E+22,Product Viewer,HIGH VALUE,HIGH INCOME FAMILY,VISITOR,INSTORE MEDIUM VALUE OFFER SEEKER,,,Men's Career,Formal Shoes,4,5,9,3199,3194,3188
776,KEITH.HOUSE@EMAIL2.COM,45,M,S,Financial analyst,Post College,88237,1,7,0.875,6,0.75,6,0.75,1,0.125,61,7.625,3068,383.5,3294,411.75,3294,411.75,3294,411.75,127,15.875,8,3.35E+22,Repeat Buyer,HIGH VALUE,MIDDLE INCOME SINGLE,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Home goods,Athletic Shoes,4,5,9,6200,6204,6209
777,KEITH.READY@EMAIL1.COM,37,F,M,Engineer,College,33169,4,14,0.736842,0,0,3,0.157895,5,0.263158,106,5.578947,10186,536.105263,1497,78.789474,0,0,1497,78.789474,211,11.105263,19,3.35E+22,Product Viewer,MEDIUM VALUE,MARRIED WOMEN,VISITOR,ONLINE HIGH VALUE OFFER SEEKER,,,Women's Sportwear,Women's Sportwear,2,3,1,3211,3213,6178
778,KEITHCORTEZ@EMAIL1.COM,30,F,U,Lawyer,College,36620,2,12,0.545455,0,0,1,0.045455,5,0.227273,93,4.227273,5655,257.045455,324,14.727273,0,0,324,14.727273,191,8.681818,22,3.35E+22,Product Viewer,LOW VALUE,MARRIED WOMEN,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Women's Career,Women's Sportwear,7,9,10,3211,3213,6178
779,MARK.ALBA@EMAIL3.COM,22,M,U,Not employed,Post College,26855,2,8,1,1,0.125,1,0.125,1,0.125,48,6,7027,878.375,899,112.375,899,112.375,899,112.375,85,10.625,8,7.36E+22,Buyer,MEDIUM VALUE,MARRIED MEN,REPEAT BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Women's Shoes,Accessories,4,9,10,3199,3194,3188
780,MARK.DERN@EMAIL3.COM,27,F,U,Accountant,College,56934,2,1,0.333333,1,0.333333,1,0.333333,0,0,13,4.333333,1099,366.333333,429,143,429,143,429,143,28,9.333333,3,7.36E+22,Buyer,MEDIUM VALUE,MARRIED WOMEN,REPEAT BUYER,INSTORE HIGH VALUE NON OFFER SEEKER,,,Men's Casual,Furniture,4,9,10,6200,6204,6209
781,MARK.MOSS@EMAIL3.COM,48,M,S,Not employed,College,77076,1,1,0.2,3,0.6,3,0.6,0,0,18,3.6,299,59.8,1597,319.4,1597,319.4,1597,319.4,35,7,5,7.36E+22,Repeat Buyer,HIGH VALUE,HIGH INCOME SINGLE,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Women's Shoes,Beauty,4,5,9,3211,3213,6178
782,MICHAELBIRD@EMAIL1.COM,26,F,U,Professor,Post College,58470,3,9,1.5,0,0,2,0.333333,1,0.166667,37,6.166667,4991,831.833333,998,166.333333,0,0,998,166.333333,69,11.5,6,7.36E+22,Product Viewer,MEDIUM VALUE,MARRIED WOMEN,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,,,Men's Sportswear,Athletic Shoes,4,5,9,3211,3213,6178
783,MICHAELBODZ@EMAIL1.COM,41,M,M,Private Sector,High School,25212,3,7,0.875,0,0,3,0.375,3,0.375,52,6.5,3423,427.875,1427,178.375,0,0,1427,178.375,100,12.5,8,7.36E+22,Product Viewer,LOW VALUE,MIDDLE INCOME SCHOOL EDUCATED,PRODUCT VIEWER,ONLINE HIGH VALUE OFFER SEEKER,,,Men's Career,Formal Shoes,2,3,1,3199,3194,3188
784,MICHAELMONK@EMAIL1.COM,34,F,S,Professor,Post College,48619,1,8,1.333333,0,0,4,0.666667,2,0.333333,58,9.666667,2366,394.333333,1155,192.5,0,0,1155,192.5,124,20.666667,6,7.36E+22,Product Viewer,LOW VALUE,MIDDLE INCOME SINGLE,PRODUCT VIEWER,ONLINE HIGH VALUE OFFER SEEKER,,,Home goods,Athletic Shoes,7,9,10,6200,6204,6209
785,MICHAELMOSS@EMAIL1.COM,25,F,S,Doctor,Post College,77149,1,1,0.25,0,0,0,0,1,0.25,9,2.25,899,224.75,0,0,0,0,0,0,23,5.75,4,7.63E+22,Product Viewer,HIGH VALUE,MIDDLE INCOME SINGLE,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,,,Women's Sportwear,Women's Sportwear,4,9,10,3211,3213,6178
786,MICHAELTOWB@EMAIL1.COM,59,F,M,Doctor,Post College,80242,2,4,0.5,0,0,0,0,4,0.5,28,3.5,1926,240.75,0,0,0,0,0,0,48,6,8,7.63E+22,Product Viewer,MEDIUM VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,ONLINE MEDIUM VALUE NON OFFER SEEKER,,,Women's Career,Women's Sportwear,4,9,10,3211,3213,6178
787,MICHAELWEBB@EMAIL1.COM,45,F,S,Self Employed,College,37002,1,19,1.055556,0,0,4,0.222222,2,0.111111,112,6.222222,7838,435.444444,1436,79.777778,0,0,1436,79.777778,215,11.944444,18,7.63E+22,Product Viewer,MEDIUM VALUE,HIGH INCOME SINGLE,VISITOR,ONLINE HIGH VALUE OFFER SEEKER,,,Women's Shoes,Accessories,4,5,9,3199,3194,3188
788,MILA.WEBB@EMAIL3.COM,35,F,S,Not employed,College,33655,1,2,0.333333,1,0.166667,1,0.166667,2,0.333333,14,2.333333,928,154.666667,999,166.5,999,166.5,999,166.5,30,5,6,7.63E+22,Buyer,HIGH VALUE,HIGH INCOME SINGLE,REPEAT BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Men's Casual,Furniture,4,5,9,6200,6204,6209
789,OWEN.BODZ@EMAIL3.COM,58,F,M,Doctor,Post College,99392,3,11,0.846154,0,0,1,0.076923,1,0.076923,67,5.153846,7679,590.692308,1199,92.230769,0,0,1199,92.230769,134,10.307692,13,7.63E+22,Product Viewer,MEDIUM VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,ONLINE MEDIUM VALUE NON OFFER SEEKER,,,Women's Shoes,Beauty,2,3,1,3211,3213,6178
790,OWEN.CORTEZ@EMAIL2.COM,30,M,U,Unemployed,High School,24044,2,1,0.333333,3,1,3,1,0,0,16,5.333333,499,166.333333,734,244.666667,734,244.666667,734,244.666667,35,11.666667,3,7.63E+22,Repeat Buyer,HIGH VALUE,MIDDLE INCOME SCHOOL EDUCATED,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Men's Sportswear,Athletic Shoes,7,9,10,3211,3213,6178
791,OWEN.LARTER@EMAIL2.COM,39,F,S,Private Sector,High School,24268,1,20,0.869565,2,0.086957,8,0.347826,5,0.217391,146,6.347826,12316,535.478261,5142,223.565217,698,30.347826,5142,223.565217,299,13,23,7.63E+22,Repeat Buyer,HIGH VALUE,MIDDLE INCOME SCHOOL EDUCATED,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Men's Career,Formal Shoes,4,9,10,3199,3194,3188
792,OWEN.TOWB@EMAIL3.COM,25,M,U,Unemployed,High School,30923,2,0,0,0,0,0,0,2,0.666667,19,6.333333,0,0,0,0,0,0,0,0,31,10.333333,3,2.73E+22,Visitor,MEDIUM VALUE,MIDDLE INCOME SCHOOL EDUCATED,REPEAT BUYER,ONLINE MEDIUM VALUE NON OFFER SEEKER,,,Home goods,Athletic Shoes,4,9,10,6200,6204,6209
793,RICH.LARTER@EMAIL1.COM,32,M,M,Private Sector,High School,34444,4,7,2.333333,4,1.333333,4,1.333333,0,0,33,11,1343,447.666667,1996,665.333333,1996,665.333333,1996,665.333333,62,20.666667,3,7.46E+22,Repeat Buyer,MEDIUM VALUE,MIDDLE INCOME SCHOOL EDUCATED,PROBABLE BUYER,INSTORE LOW VALUE NON OFFER SEEKER,,,Women's Sportwear,Women's Sportwear,4,5,9,3211,3213,6178
794,RICH.WILSON@EMAIL2.COM,26,F,U,Financial analyst,College,65686,2,9,1,0,0,3,0.333333,1,0.111111,45,5,5691,632.333333,2147,238.555556,0,0,2147,238.555556,103,11.444444,9,7.46E+22,Product Viewer,MEDIUM VALUE,HIGH INCOME FAMILY,VISITOR,INSTORE HIGH VALUE NON OFFER SEEKER,,,Women's Career,Women's Sportwear,4,5,9,3211,3213,6178
795,ROBERT.ALBA@EMAIL1.COM,41,F,M,Self Employed,High School,33964,5,0,0,3,0.75,3,0.75,0,0,22,5.5,0,0,1247,311.75,1247,311.75,1247,311.75,43,10.75,4,7.46E+22,Repeat Buyer,HIGH VALUE,MIDDLE INCOME SCHOOL EDUCATED,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Women's Shoes,Accessories,2,3,1,3199,3194,3188
796,ROBERT.MOSS@EMAIL2.COM,33,F,S,Self Employed,College,54440,1,1,0.5,3,1.5,3,1.5,1,0.5,10,5,449,224.5,1897,948.5,1897,948.5,1897,948.5,22,11,2,6.24E+22,Repeat Buyer,MEDIUM VALUE,HIGH INCOME SINGLE,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Men's Casual,Furniture,7,9,10,6200,6204,6209
797,ROSS.BIRD@EMAIL3.COM,68,M,M,Private Sector,High School,47271,6,3,0.428571,0,0,0,0,1,0.142857,33,4.714286,2267,323.857143,0,0,0,0,0,0,75,10.714286,7,6.24E+22,Product Viewer,LOW VALUE,MARRIED MEN,PRODUCT VIEWER,ONLINE HIGH VALUE OFFER SEEKER,,,Women's Shoes,Beauty,4,9,10,3211,3213,6178
798,ROSS.BODZ@EMAIL3.COM,29,F,S,Not employed,Post College,80698,1,10,0.909091,0,0,3,0.272727,3,0.272727,78,7.090909,7940,721.818182,2927,266.090909,0,0,2927,266.090909,168,15.272727,11,6.24E+22,Product Viewer,MEDIUM VALUE,MIDDLE INCOME SINGLE,VISITOR,INSTORE HIGH VALUE NON OFFER SEEKER,,,Men's Sportswear,Athletic Shoes,4,9,10,3211,3213,6178
799,ROSS.CORTEZ@EMAIL1.COM,29,F,U,Pharmacist,Post College,78881,3,15,0.652174,0,0,5,0.217391,5,0.217391,150,6.521739,6841,297.434783,2905,126.304348,0,0,2905,126.304348,308,13.391304,23,6.24E+22,Product Viewer,HIGH VALUE,HIGH INCOME FAMILY,VISITOR,INSTORE HIGH VALUE NON OFFER SEEKER,,,Men's Career,Formal Shoes,4,5,9,3199,3194,3188
800,ROSS.LARTER@EMAIL1.COM,25,F,U,Pharmacist,College,44705,2,9,1,0,0,1,0.111111,0,0,45,5,5281,586.777778,429,47.666667,0,0,429,47.666667,90,10,9,6.24E+22,Product Viewer,MEDIUM VALUE,MARRIED WOMEN,PRODUCT VIEWER,ONLINE HIGH VALUE OFFER SEEKER,,,Home goods,Athletic Shoes,4,5,9,6200,6204,6209
801,ROSS.MOSS@EMAIL3.COM,26,F,U,Financial analyst,College,60251,2,9,0.9,0,0,0,0,3,0.3,38,3.8,5991,599.1,0,0,0,0,0,0,76,7.6,10,6.24E+22,Product Viewer,MEDIUM VALUE,MARRIED WOMEN,PRODUCT VIEWER,ONLINE MEDIUM VALUE NON OFFER SEEKER,,,Women's Sportwear,Women's Sportwear,2,3,1,3211,3213,6178
802,ROSS.PITT@EMAIL3.COM,33,M,U,Doctor,College,36780,2,13,1,0,0,3,0.230769,2,0.153846,66,5.076923,4732,364,682,52.461538,0,0,682,52.461538,135,10.384615,13,1.89E+22,Product Viewer,LOW VALUE,MARRIED MEN,PRODUCT VIEWER,ONLINE HIGH VALUE OFFER SEEKER,,,Women's Career,Women's Sportwear,7,9,10,3211,3213,6178
803,ROSS.POLO@EMAIL3.COM,32,F,S,Professor,Post College,60185,1,5,0.833333,3,0.5,3,0.5,0,0,49,8.166667,2825,470.833333,1727,287.833333,1727,287.833333,1727,287.833333,113,18.833333,6,1.89E+22,Repeat Buyer,MEDIUM VALUE,MIDDLE INCOME SINGLE,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Women's Shoes,Accessories,4,9,10,3199,3194,3188
